26,11.53846154,7.692307692,40.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,0.0,0.0,95.47,0.052631579,1,0,0,38,-4,1,0,0,0,0,0,0,0,0,1,0
27,18.51851852,3.703703704,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,4.444444444,2.222222222,32.32,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0.0,50.88,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,57.57575758,0.0,70.0,0.0,1,0,0,0,-17,0,0,1,0,0,0,0,1,0,0,0
1,100.0,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15,100.0,26.66666667,48.48,0.333333333,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,1
27,14.81481481,3.703703704,55.19,0.0,1,0,0,0,-7,1,0,0,0,0,0,0,0,0,0,1
36,36.11111111,0.0,40.39,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,80.0,0.0,43.79,0.004395604,1,1,0,910,-6,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0.0,45.08,0.0,0,0,0,0,-78,0,0,0,0,0,1,0,1,0,0,0
37,13.51351351,10.81081081,45.52,0.0,1,0,0,0,-34,0,0,0,0,0,0,1,0,1,0,0
43,0.0,0.0,126.17,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,80.64516129,0.0,51.42,0.0,1,0,0,0,-2,0,0,0,0,0,0,1,0,1,0,0
33,6.060606061,0.0,40.02,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,94.11764706,26.47058824,47.36,0.07518797,1,0,0,133,-13,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0.0,103.13,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,2.083333333,2.083333333,29.92,0.0,1,0,0,0,-17,0,1,0,0,0,0,0,0,0,0,1
37,5.405405405,2.702702703,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
36,2.777777778,2.777777778,80.79,0.0,1,0,0,0,-27,0,0,0,0,0,0,1,0,0,0,1
8,62.5,12.5,31.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,2.857142857,0.0,130.0,0.0,0,0,0,0,-113,0,0,0,0,0,0,1,0,1,0,0
6,66.66666667,0.0,60.72,0.0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1
2,0.0,0.0,43.99,0.0,1,0,0,0,-4,0,0,0,0,0,0,1,0,0,0,1
4,25.0,0.0,95.73,0.014084507,1,0,0,1207,-287,0,1,0,0,0,0,0,0,0,1,0
29,48.27586207,17.24137931,49.17,0.285714286,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1
10,70.0,10.0,40.02,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,0.0,0.0,64.58,0.012987013,0,0,0,154,0,0,1,0,0,0,0,0,0,0,1,0
45,44.44444444,13.33333333,40.61,0.055555556,1,0,0,72,0,0,0,0,0,0,1,0,0,1,0,0
47,0.0,0.0,39.63,0.138888889,0,0,0,36,-1,1,0,0,0,0,0,0,0,1,0,0
32,37.5,15.625,40.02,0.0,1,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0
27,48.14814815,0.0,61.48,0.111111111,1,0,0,27,-25,0,0,0,0,0,0,1,0,0,1,0
42,38.0952381,9.523809524,225.36,0.0,1,0,0,0,-8,0,0,0,0,1,0,0,0,1,0,0
42,11.9047619,4.761904762,40.02,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,35.0,2.5,50.13,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,2.272727273,2.272727273,26.11,0.0,0,0,0,0,-209,1,0,0,0,0,0,0,0,0,1,0
29,51.72413793,3.448275862,55.07,0.090909091,1,0,0,33,-3,1,0,0,0,0,0,0,0,1,0,0
16,0.0,0.0,53.22,0.060606061,0,0,0,33,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0.0,44.82,0.131578947,0,0,0,38,-217,0,1,0,0,0,0,0,0,0,1,0
49,38.7755102,12.24489796,121.48,0.078431373,1,0,0,51,-15,0,1,0,0,0,0,0,0,1,0,0
26,15.38461538,3.846153846,36.95,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45,22.22222222,2.222222222,80.91,0.142857143,1,0,0,14,-18,0,1,0,0,0,0,0,0,1,0,0
